product_sk,Product_Name,Category,Sub_Category,Inventory_Turnover_Ratio,Days_Inventory_Outstanding,Sales,COGS,Quantity
1041,LG G3,Technology,Phones,4.0,91.25,1058.35,635.0099999999999,6
1042,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,4.0,91.25,92.74000000000001,55.644000000000005,10
1043,Ooma Telo VoIP Home Phone System,Technology,Phones,4.0,91.25,201.58,120.94800000000001,2
1044,RCA ViSYS 25423RE1 Corded phone,Technology,Phones,4.0,91.25,159.98,95.98799999999999,2
1045,Newell 350,Office Supplies,Art,4.0,91.25,37.39,22.434,12
1046,Avery Poly Binder Pockets,Office Supplies,Binders,4.0,91.25,53.7,32.22,24
1047,Xerox 1928,Office Supplies,Paper,4.0,91.25,68.64,41.184,15
1048,i.Sound Portable Power - 8000 mAh,Technology,Phones,4.0,91.25,84.78,50.868,2
1049,Xerox 1942,Office Supplies,Paper,4.0,91.25,391.52,234.91199999999998,8
1050,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,4.0,91.25,171.16000000000003,102.69600000000001,21
1051,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,4.0,91.25,1240.82,744.492,11
1052,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,4.0,91.25,227.72,136.632,14
1053,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,4.0,91.25,41.38,24.828,3
1054,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,4.0,91.25,512.94,307.764,3
1055,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,14.98,8.988,1
1056,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories,4.0,91.25,786.6,471.96,13
1057,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,4.0,91.25,637.9,382.73999999999995,3
1058,Canon PC170 Desktop Personal Copier,Technology,Machines,4.0,91.25,575.82,345.492,6
1059,Staples in misc. colors,Office Supplies,Art,4.0,91.25,8.9,5.34,6
1060,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,4.0,91.25,210.68,126.408,14
1061,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,4.0,91.25,603.8199999999999,362.292,14
1062,Aluminum Screw Posts,Office Supplies,Binders,4.0,91.25,146.48999999999998,87.89399999999999,21
1063,Staples,Office Supplies,Fasteners,4.0,91.25,7.52,4.512,5
1064,Newell 320,Office Supplies,Art,4.0,91.25,41.09,24.654,12
1065,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,4.0,91.25,1250.74,750.444,11
1066,Acme Value Line Scissors,Office Supplies,Supplies,4.0,91.25,29.2,17.52,8
1067,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,4.0,91.25,13.76,8.256,2
1068,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,4.0,91.25,128.43,77.058,20
1069,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,4.0,91.25,27.41,16.445999999999998,3
1070,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,4.0,91.25,44.03,26.418,9
1071,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,4.0,91.25,152.93,91.758,16
1072,Staple holder,Office Supplies,Appliances,4.0,91.25,38.3,22.979999999999997,4
1073,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,4.0,91.25,76.52,45.912,9
1074,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,4.0,91.25,79.12,47.472,5
1075,Avery 519,Office Supplies,Labels,4.0,91.25,70.17999999999999,42.108,11
1076,Poly String Tie Envelopes,Office Supplies,Envelopes,4.0,91.25,17.14,10.284,9
1077,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,4.0,91.25,44.48,26.688,8
1078,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs,4.0,91.25,1463.29,877.9739999999999,7
1079,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,4.0,91.25,42.599999999999994,25.559999999999995,6
1080,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,4.0,91.25,42.4,25.439999999999998,14
1081,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,4.0,91.25,719.91,431.94599999999997,9
1082,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,4.0,91.25,81.94,49.163999999999994,1
1083,Xerox 1990,Office Supplies,Paper,4.0,91.25,36.96,22.176,8
1084,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,4.0,91.25,764.96,458.976,7
1085,Xerox 1933,Office Supplies,Paper,4.0,91.25,135.07999999999998,81.04799999999999,11
1086,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Binders,4.0,91.25,432.28,259.368,15
1087,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,4.0,91.25,681.4000000000001,408.84000000000003,12
1088,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,4.0,91.25,4799.98,2879.988,2
1089,Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,Machines,4.0,91.25,385.8,231.48,5
1090,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,4.0,91.25,409.89,245.93399999999997,9
1091,Global Deluxe Steno Chair,Furniture,Chairs,4.0,91.25,461.87,277.122,8
1092,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,4.0,91.25,553.38,332.02799999999996,13
1093,Xerox 1975,Office Supplies,Paper,4.0,91.25,31.1,18.66,6
1094,Memorex Micro Travel Drive 16 GB,Technology,Accessories,4.0,91.25,332.59000000000003,199.554,25
1095,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,4.0,91.25,42.8,25.679999999999996,6
1096,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,4.0,91.25,956.66,573.996,7
1097,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,4.0,91.25,171.96,103.176,5
1098,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,4.0,91.25,291.79,175.074,4
1099,Harmony Air Purifier,Office Supplies,Appliances,4.0,91.25,189.0,113.39999999999999,1
1100,"Rogers Jumbo File, Granite",Office Supplies,Storage,4.0,91.25,162.96,97.776,12
1101,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,4.0,91.25,102.43,61.458,11
1102,Polycom SoundPoint Pro SE-225 Corded phone,Technology,Phones,4.0,91.25,666.34,399.80400000000003,7
1103,Hewlett-Packard Deskjet D4360 Printer,Technology,Machines,4.0,91.25,447.97,268.782,4
1104,DAX Wood Document Frame.,Furniture,Furnishings,4.0,91.25,115.33,69.198,12
1105,Xerox 208,Office Supplies,Paper,4.0,91.25,54.43000000000001,32.658,9
1106,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,4.0,91.25,17.92,10.752,5
1107,Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones,4.0,91.25,191.68,115.008,8
1108,Xerox 225,Office Supplies,Paper,4.0,91.25,51.84,31.104,8
1109,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,4.0,91.25,5576.39,3345.8340000000003,19
1110,Xerox 1927,Office Supplies,Paper,4.0,91.25,27.39,16.434,8
1111,Avery 503,Office Supplies,Labels,4.0,91.25,155.25,93.14999999999999,15
1112,SANFORD Major Accent Highlighters,Office Supplies,Art,4.0,91.25,21.24,12.743999999999998,3
1113,Staple-on labels,Office Supplies,Labels,4.0,91.25,5.78,3.468,2
1114,Economy #2 Pencils,Office Supplies,Art,4.0,91.25,15.96,9.576,6
1115,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,4.0,91.25,43.38,26.028000000000002,10
1116,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art,4.0,91.25,8.75,5.25,1
1117,Global Adaptabilities Conference Tables,Furniture,Tables,4.0,91.25,3203.17,1921.902,12
1118,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,4.0,91.25,128.73,77.23799999999999,21
1119,Newell 316,Office Supplies,Art,4.0,91.25,27.38,16.427999999999997,7
1120,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,4.0,91.25,237.66,142.596,9
1121,"Master Caster Door Stop, Brown",Furniture,Furnishings,4.0,91.25,58.93,35.358,12
1122,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,4.0,91.25,109.9,65.94,5
1123,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,4.0,91.25,43.32,25.992,2
1124,Xerox 1892,Office Supplies,Paper,4.0,91.25,116.28,69.768,3
1125,Multicolor Computer Printout Paper,Office Supplies,Paper,4.0,91.25,733.95,440.37,8
1126,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,4.0,91.25,44.7,26.82,15
1127,Sharp 1540cs Digital Laser Copier,Technology,Copiers,4.0,91.25,1759.97,1055.982,4
1128,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,4.0,91.25,2989.08,1793.4479999999999,18
1129,Xerox 227,Office Supplies,Paper,4.0,91.25,64.8,38.879999999999995,12
1130,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,4.0,91.25,23.2,13.92,5
1131,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,4.0,91.25,149.2,89.52,8
1132,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Storage,4.0,91.25,1768.62,1061.1719999999998,10
1133,Tensor Computer Mounted Lamp,Furniture,Furnishings,4.0,91.25,89.34,53.604,6
1134,Memorex Micro Travel Drive 32 GB,Technology,Accessories,4.0,91.25,175.25,105.14999999999999,6
1135,GBC VeloBinder Manual Binding System,Office Supplies,Binders,4.0,91.25,345.5,207.29999999999998,12
1136,Vtech CS6719,Technology,Phones,4.0,91.25,844.71,506.826,11
1137,Newell 32,Office Supplies,Art,4.0,91.25,15.55,9.33,6
1138,GE 2-Jack Phone Line Splitter,Technology,Phones,4.0,91.25,659.17,395.50199999999995,4
1139,Jensen SMPS-640 - speaker phone,Technology,Phones,4.0,91.25,248.29,148.974,6
1140,"Master Caster Door Stop, Large Brown",Furniture,Furnishings,4.0,91.25,50.96,30.576,7
1141,Fellowes Desktop Hanging File Manager,Office Supplies,Storage,4.0,91.25,94.01,56.406,7
1142,Avery 487,Office Supplies,Labels,4.0,91.25,42.07,25.242,13
1143,Nontoxic Chalk,Office Supplies,Art,4.0,91.25,28.86,17.316,18
1144,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders,4.0,91.25,1180.7,708.42,12
1145,"Super Bands, 12/Pack",Office Supplies,Fasteners,4.0,91.25,10.04,6.023999999999999,6
1146,Document Clip Frames,Furniture,Furnishings,4.0,91.25,25.02,15.011999999999999,3
1147,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,4.0,91.25,452.55,271.53,7
1148,Eldon Wave Desk Accessories,Furniture,Furnishings,4.0,91.25,141.36,84.816,26
1149,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,4.0,91.25,775.44,465.264,6
1150,Canon PC-428 Personal Copier,Technology,Copiers,4.0,91.25,2559.87,1535.9219999999998,14
1151,Okidata C331dn Printer,Technology,Machines,4.0,91.25,1396.0,837.6,5
1152,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,4.0,91.25,59.9,35.94,2
1153,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,4.0,91.25,68.13,40.87799999999999,5
1154,Xerox 1897,Office Supplies,Paper,4.0,91.25,7.97,4.782,2
1155,SanDisk Cruzer 16 GB USB Flash Drive,Technology,Accessories,4.0,91.25,84.95,50.97,8
1156,24-Hour Round Wall Clock,Furniture,Furnishings,4.0,91.25,259.74,155.844,15
1157,Logitech Media Keyboard K200,Technology,Accessories,4.0,91.25,69.98,41.988,2
1158,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,4.0,91.25,3283.89,1970.3339999999998,18
1159,Newell 348,Office Supplies,Art,4.0,91.25,5.25,3.15,2
1160,Staples in misc. colors,Office Supplies,Art,4.0,91.25,37.9,22.74,5
1161,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,4.0,91.25,671.54,402.924,3
1162,Avery 483,Office Supplies,Labels,4.0,91.25,67.73,40.638,15
1163,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art,4.0,91.25,9.21,5.526000000000001,3
1164,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,4.0,91.25,46.55,27.929999999999996,5
1165,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,4.0,91.25,353.86,212.316,7
1166,"Elite 5"" Scissors",Office Supplies,Supplies,4.0,91.25,86.19,51.714,12
1167,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,4.0,91.25,40.68,24.407999999999998,3
1168,AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,4.0,91.25,53.13,31.878,9
1169,GBC Instant Report Kit,Office Supplies,Binders,4.0,91.25,46.58,27.947999999999997,14
1170,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,Paper,4.0,91.25,326.68,196.008,8
1171,Panasonic KX T7736-B Digital phone,Technology,Phones,4.0,91.25,539.8199999999999,323.89199999999994,5
1172,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,4.0,91.25,1.48,0.888,3
1173,Acme Stainless Steel Office Snips,Office Supplies,Supplies,4.0,91.25,40.71,24.426,7
1174,Newell 326,Office Supplies,Art,4.0,91.25,11.26,6.755999999999999,7
1175,Logitech Keyboard K120,Technology,Accessories,4.0,91.25,130.68,78.408,9
1176,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,4.0,91.25,27.7,16.619999999999997,3
1177,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,4.0,91.25,1621.37,972.8219999999999,13
1178,Portable Personal File Box,Office Supplies,Storage,4.0,91.25,73.26,43.956,6
1179,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,4.0,91.25,51.900000000000006,31.14,9
1180,Woodgrain Magazine Files by Perma,Office Supplies,Storage,4.0,91.25,8.94,5.364,3
1181,Newell 323,Office Supplies,Art,4.0,91.25,3.36,2.016,2
1182,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,4.0,91.25,274.77,164.862,10
1183,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,4.0,91.25,4397.42,2638.4519999999998,16
1184,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,4.0,91.25,254.06,152.436,3
1185,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,4.0,91.25,173.94,104.36399999999999,3
1186,GE 30522EE2,Technology,Phones,4.0,91.25,231.98,139.188,2
1187,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,4.0,91.25,29.76,17.856,4
1188,Global Comet Stacking Armless Chair,Furniture,Chairs,4.0,91.25,1614.87,968.9219999999999,6
1189,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,4.0,91.25,1607.17,964.302,12
1190,"Hon Metal Bookcases, Putty",Furniture,Bookcases,4.0,91.25,425.88,255.528,6
1191,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Appliances,4.0,91.25,69.48,41.688,1
1192,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,4.0,91.25,37.4,22.439999999999998,2
1193,Newell 330,Office Supplies,Art,4.0,91.25,29.900000000000002,17.94,5
1194,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,4.0,91.25,266.35,159.81,3
1195,High-Back Leather Manager's Chair,Furniture,Chairs,4.0,91.25,597.95,358.77000000000004,5
1196,Embossed Ink Jet Note Cards,Office Supplies,Paper,4.0,91.25,103.82,62.291999999999994,5
1197,Assorted Color Push Pins,Office Supplies,Fasteners,4.0,91.25,14.48,8.688,9
1198,Ibico EPK-21 Electric Binding System,Office Supplies,Binders,4.0,91.25,1889.99,1133.994,5
1199,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,4.0,91.25,97.56,58.536,5
1200,Logitech G600 MMO Gaming Mouse,Technology,Accessories,4.0,91.25,319.96,191.97599999999997,4
1201,Astroparche Fine Business Paper,Office Supplies,Paper,4.0,91.25,119.33,71.598,23
1202,Zebra ZM400 Thermal Label Printer,Technology,Machines,4.0,91.25,6965.700000000001,4179.42,6
1203,GBC Wire Binding Strips,Office Supplies,Binders,4.0,91.25,9.52,5.712,1
1204,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,4.0,91.25,687.4,412.44,5
1205,Newell 338,Office Supplies,Art,4.0,91.25,14.7,8.819999999999999,5
1206,Enermax Acrylux Wireless Keyboard,Technology,Accessories,4.0,91.25,398.4,239.03999999999996,5
1207,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,4.0,91.25,395.68999999999994,237.41399999999996,19
1208,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,4.0,91.25,167.54,100.52399999999999,3
1209,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,4.0,91.25,79.03,47.418,11
1210,Motorola Droid Maxx,Technology,Phones,4.0,91.25,2069.86,1241.916,15
1211,Petty Cash Envelope,Office Supplies,Paper,4.0,91.25,64.7,38.82,3
1212,Samsung Convoy 3,Technology,Phones,4.0,91.25,688.14,412.88399999999996,9
1213,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4.0,91.25,61.870000000000005,37.122,6
1214,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,4.0,91.25,7.97,4.782,2
1215,Cardinal Hold-It CD Pocket,Office Supplies,Binders,4.0,91.25,19.15,11.489999999999998,3
1216,Xerox 209,Office Supplies,Paper,4.0,91.25,84.24,50.544,13
1217,Microsoft Arc Touch Mouse,Technology,Accessories,4.0,91.25,119.9,71.94,2
1218,Staple remover,Office Supplies,Supplies,4.0,91.25,63.84,38.304,8
1219,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,4.0,91.25,67.78,40.668,2
1220,Novimex Turbo Task Chair,Furniture,Chairs,4.0,91.25,340.7,204.42,6
1221,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,4.0,91.25,23.16,13.895999999999999,2
1222,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,4.0,91.25,316.26,189.756,6
1223,High Speed Automatic Electric Letter Opener,Office Supplies,Supplies,4.0,91.25,3930.07,2358.042,3
1224,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,4.0,91.25,65.56,39.336,11
1225,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,4.0,91.25,190.76,114.45599999999999,4
1226,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,4.0,91.25,3.7199999999999998,2.2319999999999998,3
1227,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,4.0,91.25,173.95000000000002,104.37,7
1228,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,4.0,91.25,48.94,29.363999999999997,6
1229,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables,4.0,91.25,136.46,81.876,2
1230,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,4.0,91.25,12.54,7.523999999999999,2
1231,Xerox 1954,Office Supplies,Paper,4.0,91.25,10.56,6.336,2
1232,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,4.0,91.25,35.2,21.12,5
1233,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,4.0,91.25,487.65000000000003,292.59000000000003,2
1234,Belkin Standard 104 key USB Keyboard,Technology,Accessories,4.0,91.25,195.51,117.30599999999998,15
1235,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,4.0,91.25,64.95,38.97,14
1236,Eldon 500 Class Desk Accessories,Furniture,Furnishings,4.0,91.25,813.9300000000001,488.358,26
1237,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,4.0,91.25,34.24,20.544,4
1238,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,4.0,91.25,16.9,10.139999999999999,5
1239,Plastic Binding Combs,Office Supplies,Binders,4.0,91.25,166.65,99.99,12
1240,Tennsco Industrial Shelving,Office Supplies,Storage,4.0,91.25,929.29,557.574,20
1241,Akro Stacking Bins,Office Supplies,Storage,4.0,91.25,58.39,35.034,8
1242,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,4.0,91.25,128.74,77.244,6
1243,Xerox 1906,Office Supplies,Paper,4.0,91.25,637.92,382.75199999999995,19
1244,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings,4.0,91.25,920.7,552.42,9
1245,Xerox 202,Office Supplies,Paper,4.0,91.25,90.72,54.431999999999995,15
1246,Xerox 1930,Office Supplies,Paper,4.0,91.25,73.87,44.322,13
1247,Avery Non-Stick Binders,Office Supplies,Binders,4.0,91.25,84.41,50.645999999999994,20
1248,GBC Imprintable Covers,Office Supplies,Binders,4.0,91.25,81.25,48.75,8
1249,Standard Line While You Were Out Hardbound Telephone Message Book,Office Supplies,Paper,4.0,91.25,123.80000000000001,74.28,10
1250,GBC VeloBinder Strips,Office Supplies,Binders,4.0,91.25,34.56,20.736,12
1251,Xerox 1963,Office Supplies,Paper,4.0,91.25,68.64,41.184,15
1252,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,4.0,91.25,2639.92,1583.952,8
1253,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,4.0,91.25,15.040000000000001,9.024000000000001,9
1254,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,4.0,91.25,746.26,447.756,9
1255,Unpadded Memo Slips,Office Supplies,Paper,4.0,91.25,6.37,3.822,2
1256,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,4.0,91.25,331.96,199.176,2
1257,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,4.0,91.25,2171.21,1302.7259999999999,11
1258,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories,4.0,91.25,234.0,140.4,13
1259,Logitech Illuminated - Keyboard,Technology,Accessories,4.0,91.25,419.93,251.958,7
1260,Tennsco Commercial Shelving,Office Supplies,Storage,4.0,91.25,101.7,61.019999999999996,5
1261,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,4.0,91.25,11.49,6.894,7
1262,Eldon Image Series Black Desk Accessories,Furniture,Furnishings,4.0,91.25,3.31,1.986,1
1263,Colored Envelopes,Office Supplies,Envelopes,4.0,91.25,8.86,5.316,3
1264,Xerox 1925,Office Supplies,Paper,4.0,91.25,185.88,111.52799999999999,7
1265,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,4.0,91.25,17.92,10.752,4
1266,Xerox 1956,Office Supplies,Paper,4.0,91.25,23.92,14.352,5
1267,Trimflex Flexible Post Binders,Office Supplies,Binders,4.0,91.25,286.49,171.894,16
1268,Avery Binder Labels,Office Supplies,Binders,4.0,91.25,11.67,7.002,3
1269,Xerox 230,Office Supplies,Paper,4.0,91.25,12.96,7.776,2
1270,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,4.0,91.25,25.16,15.096,2
1271,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,4.0,91.25,126.56,75.93599999999999,4
1272,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,4.0,91.25,24.049999999999997,14.429999999999998,9
1273,"Master Caster Door Stop, Gray",Furniture,Furnishings,4.0,91.25,10.16,6.096,2
1274,Xerox 20,Office Supplies,Paper,4.0,91.25,6.48,3.888,1
1275,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,4.0,91.25,52.41,31.445999999999998,9
1276,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,Phones,4.0,91.25,183.69,110.214,4
1277,Newell 35,Office Supplies,Art,4.0,91.25,6.56,3.9359999999999995,2
1278,Sanford Pocket Accent Highlighters,Office Supplies,Art,4.0,91.25,19.2,11.52,12
1279,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,4.0,91.25,286.90999999999997,172.146,9
1280,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,4.0,91.25,35.010000000000005,21.006000000000004,13
1281,"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage,4.0,91.25,707.76,424.656,13
1282,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,4.0,91.25,284.97,170.982,3
1283,Regeneration Desk Collection,Furniture,Furnishings,4.0,91.25,7.04,4.224,4
1284,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories,4.0,91.25,389.97,233.982,3
1285,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,Phones,4.0,91.25,257.36,154.416,5
1286,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,4.0,91.25,200.79999999999998,120.47999999999999,9
1287,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,4.0,91.25,54.72,32.832,19
1288,Acme Kleen Earth Office Shears,Office Supplies,Supplies,4.0,91.25,11.64,6.984,3
1289,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones,4.0,91.25,5.94,3.564,3
1290,Staple envelope,Office Supplies,Envelopes,4.0,91.25,207.0,124.19999999999999,25
1291,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,4.0,91.25,1284.3200000000002,770.5920000000001,9
1292,Imation 30456 USB Flash Drive 8GB,Technology,Accessories,4.0,91.25,37.26,22.355999999999998,6
1293,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,4.0,91.25,723.9200000000001,434.35200000000003,8
1294,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,4.0,91.25,1082.81,649.6859999999999,12
1295,JM Magazine Binder,Office Supplies,Binders,4.0,91.25,52.83,31.697999999999997,4
1296,Hon Olson Stacker Stools,Furniture,Chairs,4.0,91.25,112.65,67.59,1
1297,"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,Machines,4.0,91.25,71.98,43.188,3
1298,Newell 311,Office Supplies,Art,4.0,91.25,5.75,3.4499999999999997,3
1299,Peel & Seel Envelopes,Office Supplies,Envelopes,4.0,91.25,37.25,22.349999999999998,11
1300,Newell 347,Office Supplies,Art,4.0,91.25,10.27,6.162,3
1301,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,4.0,91.25,305.09000000000003,183.054,6
1302,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,4.0,91.25,7.77,4.662,1
